rule_id,condition_json,recommended_scheme,recommended_loan,recommended_insurance,priority,confidence,reason
36,"{""state"": ""Telangana"", ""crop"": ""Pulses"", ""land_acres"": ""<2 Acres"", ""income_inr"": ""<200000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, National Food Security Mission (NFSM)","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",1,0.9,"Farmer in Telangana cultivating Pulses with land holding <2 Acres and annual income <200000 INR falls into the 'marginal' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Pulses is a priority crop under PMFBY in Telangana, warranting crop insurance coverage. Low collateral base suggests gold-backed lending as an accessible credit option."
37,"{""state"": ""Telangana"", ""crop"": ""Pulses"", ""land_acres"": ""2-5 Acres"", ""income_inr"": ""200000-300000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, National Food Security Mission (NFSM)","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",2,0.84,"Farmer in Telangana cultivating Pulses with land holding 2-5 Acres and annual income 200000-300000 INR falls into the 'small' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Pulses is a priority crop under PMFBY in Telangana, warranting crop insurance coverage. Low collateral base suggests gold-backed lending as an accessible credit option."
38,"{""state"": ""Telangana"", ""crop"": ""Pulses"", ""land_acres"": ""5-10 Acres"", ""income_inr"": ""300000-500000""}","Soil Health Card Scheme, Rashtriya Krishi Vikas Yojana (RKVY), PM Krishi Sinchai Yojana, National Food Security Mission (NFSM)","Kisan Credit Card (KCC), Crop Loan, Farm Mechanization Loan","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",3,0.84,"Farmer in Telangana cultivating Pulses with land holding 5-10 Acres and annual income 300000-500000 INR falls into the 'semi-medium' farmer segment. Pulses is a priority crop under PMFBY in Telangana, warranting crop insurance coverage."
39,"{""state"": ""Telangana"", ""crop"": ""Pulses"", ""land_acres"": "">10 Acres"", ""income_inr"": "">500000""}","Soil Health Card Scheme, Rashtriya Krishi Vikas Yojana (RKVY), Agriculture Infrastructure Fund, e-NAM Registration, National Food Security Mission (NFSM)","Kisan Credit Card (KCC), Crop Loan, Warehouse Receipt Financing, Tractor / Farm Equipment Loan, NABARD Refinance - Land Development Loan","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",4,0.88,"Farmer in Telangana cultivating Pulses with land holding >10 Acres and annual income >500000 INR falls into the 'large' farmer segment. Pulses is a priority crop under PMFBY in Telangana, warranting crop insurance coverage. Larger land holding and higher income support infrastructure and mechanization financing."
40,"{""state"": ""Telangana"", ""crop"": ""Pulses"", ""land_acres"": ""<5 Acres"", ""income_inr"": ""<300000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, National Food Security Mission (NFSM)","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",1,0.89,"Farmer in Telangana cultivating Pulses with land holding <5 Acres and annual income <300000 INR falls into the 'small-marginal' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Pulses is a priority crop under PMFBY in Telangana, warranting crop insurance coverage. Low collateral base suggests gold-backed lending as an accessible credit option."
41,"{""state"": ""Telangana"", ""crop"": ""Vegetables"", ""land_acres"": ""<2 Acres"", ""income_inr"": ""<200000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, Mission for Integrated Development of Horticulture (MIDH)","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Unified Package Insurance Scheme (UPIS), Restructured Weather Based Crop Insurance Scheme, Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",1,0.85,Farmer in Telangana cultivating Vegetables with land holding <2 Acres and annual income <200000 INR falls into the 'marginal' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Low collateral base suggests gold-backed lending as an accessible credit option.
42,"{""state"": ""Telangana"", ""crop"": ""Vegetables"", ""land_acres"": ""2-5 Acres"", ""income_inr"": ""200000-300000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, Mission for Integrated Development of Horticulture (MIDH)","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Unified Package Insurance Scheme (UPIS), Restructured Weather Based Crop Insurance Scheme, Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",2,0.86,Farmer in Telangana cultivating Vegetables with land holding 2-5 Acres and annual income 200000-300000 INR falls into the 'small' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Low collateral base suggests gold-backed lending as an accessible credit option.
43,"{""state"": ""Telangana"", ""crop"": ""Vegetables"", ""land_acres"": ""5-10 Acres"", ""income_inr"": ""300000-500000""}","Soil Health Card Scheme, Rashtriya Krishi Vikas Yojana (RKVY), PM Krishi Sinchai Yojana, Mission for Integrated Development of Horticulture (MIDH)","Kisan Credit Card (KCC), Crop Loan, Farm Mechanization Loan","Unified Package Insurance Scheme (UPIS), Restructured Weather Based Crop Insurance Scheme, Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",3,0.85,Farmer in Telangana cultivating Vegetables with land holding 5-10 Acres and annual income 300000-500000 INR falls into the 'semi-medium' farmer segment.
44,"{""state"": ""Telangana"", ""crop"": ""Vegetables"", ""land_acres"": "">10 Acres"", ""income_inr"": "">500000""}","Soil Health Card Scheme, Rashtriya Krishi Vikas Yojana (RKVY), Agriculture Infrastructure Fund, e-NAM Registration, Mission for Integrated Development of Horticulture (MIDH)","Kisan Credit Card (KCC), Crop Loan, Warehouse Receipt Financing, Tractor / Farm Equipment Loan, NABARD Refinance - Land Development Loan","Unified Package Insurance Scheme (UPIS), Restructured Weather Based Crop Insurance Scheme, Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",4,0.82,Farmer in Telangana cultivating Vegetables with land holding >10 Acres and annual income >500000 INR falls into the 'large' farmer segment. Larger land holding and higher income support infrastructure and mechanization financing.
45,"{""state"": ""Telangana"", ""crop"": ""Vegetables"", ""land_acres"": ""<5 Acres"", ""income_inr"": ""<300000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, Mission for Integrated Development of Horticulture (MIDH)","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Unified Package Insurance Scheme (UPIS), Restructured Weather Based Crop Insurance Scheme, Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",1,0.93,Farmer in Telangana cultivating Vegetables with land holding <5 Acres and annual income <300000 INR falls into the 'small-marginal' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Low collateral base suggests gold-backed lending as an accessible credit option.
46,"{""state"": ""Telangana"", ""crop"": ""Fruits"", ""land_acres"": ""<2 Acres"", ""income_inr"": ""<200000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, Mission for Integrated Development of Horticulture (MIDH)","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Unified Package Insurance Scheme (UPIS), Restructured Weather Based Crop Insurance Scheme, Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",1,0.9,Farmer in Telangana cultivating Fruits with land holding <2 Acres and annual income <200000 INR falls into the 'marginal' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Low collateral base suggests gold-backed lending as an accessible credit option.
47,"{""state"": ""Telangana"", ""crop"": ""Fruits"", ""land_acres"": ""2-5 Acres"", ""income_inr"": ""200000-300000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, Mission for Integrated Development of Horticulture (MIDH)","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Unified Package Insurance Scheme (UPIS), Restructured Weather Based Crop Insurance Scheme, Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",2,0.76,Farmer in Telangana cultivating Fruits with land holding 2-5 Acres and annual income 200000-300000 INR falls into the 'small' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Low collateral base suggests gold-backed lending as an accessible credit option.
48,"{""state"": ""Telangana"", ""crop"": ""Fruits"", ""land_acres"": ""5-10 Acres"", ""income_inr"": ""300000-500000""}","Soil Health Card Scheme, Rashtriya Krishi Vikas Yojana (RKVY), PM Krishi Sinchai Yojana, Mission for Integrated Development of Horticulture (MIDH)","Kisan Credit Card (KCC), Crop Loan, Farm Mechanization Loan","Unified Package Insurance Scheme (UPIS), Restructured Weather Based Crop Insurance Scheme, Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",3,0.79,Farmer in Telangana cultivating Fruits with land holding 5-10 Acres and annual income 300000-500000 INR falls into the 'semi-medium' farmer segment.
49,"{""state"": ""Telangana"", ""crop"": ""Fruits"", ""land_acres"": "">10 Acres"", ""income_inr"": "">500000""}","Soil Health Card Scheme, Rashtriya Krishi Vikas Yojana (RKVY), Agriculture Infrastructure Fund, e-NAM Registration, Mission for Integrated Development of Horticulture (MIDH)","Kisan Credit Card (KCC), Crop Loan, Warehouse Receipt Financing, Tractor / Farm Equipment Loan, NABARD Refinance - Land Development Loan","Unified Package Insurance Scheme (UPIS), Restructured Weather Based Crop Insurance Scheme, Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",4,0.75,Farmer in Telangana cultivating Fruits with land holding >10 Acres and annual income >500000 INR falls into the 'large' farmer segment. Larger land holding and higher income support infrastructure and mechanization financing.
50,"{""state"": ""Telangana"", ""crop"": ""Fruits"", ""land_acres"": ""<5 Acres"", ""income_inr"": ""<300000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, Mission for Integrated Development of Horticulture (MIDH)","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Unified Package Insurance Scheme (UPIS), Restructured Weather Based Crop Insurance Scheme, Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",1,0.8,Farmer in Telangana cultivating Fruits with land holding <5 Acres and annual income <300000 INR falls into the 'small-marginal' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Low collateral base suggests gold-backed lending as an accessible credit option.
51,"{""state"": ""Andhra Pradesh"", ""crop"": ""Cotton"", ""land_acres"": ""<2 Acres"", ""income_inr"": ""<200000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, PM Krishi Sinchai Yojana - Per Drop More Crop","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",1,0.84,"Farmer in Andhra Pradesh cultivating Cotton with land holding <2 Acres and annual income <200000 INR falls into the 'marginal' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Cotton is a priority crop under PMFBY in Andhra Pradesh, warranting crop insurance coverage. Low collateral base suggests gold-backed lending as an accessible credit option. Andhra Pradesh has drought-prone zones, increasing relevance of weather-based insurance for water-intensive Cotton cultivation."
52,"{""state"": ""Andhra Pradesh"", ""crop"": ""Cotton"", ""land_acres"": ""2-5 Acres"", ""income_inr"": ""200000-300000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, PM Krishi Sinchai Yojana - Per Drop More Crop","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",2,0.87,"Farmer in Andhra Pradesh cultivating Cotton with land holding 2-5 Acres and annual income 200000-300000 INR falls into the 'small' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Cotton is a priority crop under PMFBY in Andhra Pradesh, warranting crop insurance coverage. Low collateral base suggests gold-backed lending as an accessible credit option. Andhra Pradesh has drought-prone zones, increasing relevance of weather-based insurance for water-intensive Cotton cultivation."
53,"{""state"": ""Andhra Pradesh"", ""crop"": ""Cotton"", ""land_acres"": ""5-10 Acres"", ""income_inr"": ""300000-500000""}","Soil Health Card Scheme, Rashtriya Krishi Vikas Yojana (RKVY), PM Krishi Sinchai Yojana, PM Krishi Sinchai Yojana - Per Drop More Crop","Kisan Credit Card (KCC), Crop Loan, Farm Mechanization Loan","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",3,0.78,"Farmer in Andhra Pradesh cultivating Cotton with land holding 5-10 Acres and annual income 300000-500000 INR falls into the 'semi-medium' farmer segment. Cotton is a priority crop under PMFBY in Andhra Pradesh, warranting crop insurance coverage. Andhra Pradesh has drought-prone zones, increasing relevance of weather-based insurance for water-intensive Cotton cultivation."
54,"{""state"": ""Andhra Pradesh"", ""crop"": ""Cotton"", ""land_acres"": "">10 Acres"", ""income_inr"": "">500000""}","Soil Health Card Scheme, Rashtriya Krishi Vikas Yojana (RKVY), Agriculture Infrastructure Fund, e-NAM Registration, PM Krishi Sinchai Yojana - Per Drop More Crop","Kisan Credit Card (KCC), Crop Loan, Warehouse Receipt Financing, Tractor / Farm Equipment Loan, NABARD Refinance - Land Development Loan","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",4,0.75,"Farmer in Andhra Pradesh cultivating Cotton with land holding >10 Acres and annual income >500000 INR falls into the 'large' farmer segment. Cotton is a priority crop under PMFBY in Andhra Pradesh, warranting crop insurance coverage. Larger land holding and higher income support infrastructure and mechanization financing. Andhra Pradesh has drought-prone zones, increasing relevance of weather-based insurance for water-intensive Cotton cultivation."
